state,GEOID,votes_dem,votes_rep,votes_total,pct_dem_lead,official_boundary
OR,41057-TILLAMOOK #4,145,190,341,-0.132,true
OR,41057-TRASK,70,140,218,-0.3211,true
OR,41057-SOUTH PRAIRIE WEST,115,322,446,-0.4641,true
OR,41057-EASTSIDE,62,93,159,-0.195,true
OR,41057-TILLAMOOK #5,133,176,324,-0.1327,true
OR,41057-TILLAMOOK #6,115,176,301,-0.2027,true
OR,41057-WESTSIDE,146,121,277,0.0903,true
OR,41057-PINE GROVE,1174,371,1592,0.5044,true
OR,41057-BEAVER,209,453,678,-0.3599,true
OR,41057-CARNAHAN,104,264,378,-0.4233,true
OR,41057-FOLEY,227,240,486,-0.0267,true
OR,41057-FAIRVIEW,428,749,1198,-0.2679,true
OR,41057-HEBO,131,231,373,-0.2681,true
OR,41057-NESKOWIN,370,227,626,0.2284,true
OR,41057-NEHALEM,301,160,481,0.2931,true
OR,41059-126,418,735,1190,-0.2664,true
OR,41059-103,267,964,1259,-0.5536,true
OR,41059-114,57,307,366,-0.6831,true
OR,41059-129,428,699,1169,-0.2318,true
OR,41059-105,297,894,1230,-0.4854,true
OR,41059-128,543,944,1531,-0.2619,true
OR,41059-101,82,415,511,-0.6517,true
OR,41059-113,109,574,702,-0.6624,true
OR,41059-102,497,995,1553,-0.3207,true
OR,41059-110,212,721,951,-0.5352,true
OR,41059-141,429,925,1412,-0.3513,true
OR,41059-133,213,362,593,-0.2513,true
OR,41059-143,371,710,1108,-0.306,true
OR,41059-137,425,648,1114,-0.2002,true
OR,41059-138,441,564,1049,-0.1173,true
OR,41059-139,480,463,976,0.0174,true
OR,41059-136,253,605,905,-0.389,true
OR,41059-106R,59,262,332,-0.6114,true
OR,41059-125R,62,237,307,-0.57,true
OR,41059-123,146,465,627,-0.5088,true
OR,41059-116,49,77,132,-0.2121,true
OR,41059-119,34,96,132,-0.4697,true
OR,41059-121,102,314,426,-0.4977,true
OR,41059-112,15,89,108,-0.6852,true
OR,41059-124R,27,142,175,-0.6571,true
OR,41059-120,221,780,1030,-0.5427,true
OR,41059-117R,10,23,34,-0.3824,true
OR,41059-111,662,794,1502,-0.0879,true
OR,41059-125C,75,245,331,-0.5136,true
OR,41059-106C,211,585,824,-0.4539,true
OR,41059-104,271,1167,1477,-0.6066,true
OR,41059-130,478,991,1536,-0.334,true
OR,41059-124C,156,488,667,-0.4978,true
OR,41059-109C,36,151,196,-0.5867,true
OR,41059-108C,26,85,117,-0.5043,true
OR,41059-107C,69,206,281,-0.4875,true
OR,41059-117C,19,75,97,-0.5773,true
OR,41059-127,173,379,575,-0.3583,true
OR,41059-132,319,509,847,-0.2243,true
OR,41059-115,50,193,249,-0.5743,true
OR,41059-108R,42,118,165,-0.4606,true
OR,41059-107R,29,191,227,-0.7137,true
OR,41059-142,195,444,664,-0.375,true
OR,41059-109R,12,42,57,-0.5263,true
OR,41059-131,181,300,491,-0.2424,true
OR,41061-1,1056,1064,2202,-0.0036,true
OR,41061-2,691,1201,1975,-0.2582,true
OR,41061-3,596,1333,2005,-0.3676,true
OR,41061-4,112,280,413,-0.4068,true
OR,41061-5,287,897,1219,-0.5004,true
OR,41061-6,93,339,444,-0.5541,true
OR,41061-7,182,472,677,-0.4284,true
OR,41061-8,129,766,930,-0.6849,true
OR,41061-9,100,588,699,-0.6981,true
OR,41061-10,39,148,193,-0.5648,true
OR,41061-11,152,536,725,-0.5297,true
OR,41061-12,8,61,71,-0.7465,true
OR,41061-13,13,90,106,-0.7264,true
OR,41061-14,43,204,262,-0.6145,true
OR,41061-15,58,217,282,-0.5638,true
OR,41061-16,312,931,1279,-0.484,true
OR,41061-17,7,48,60,-0.6833,true
OR,41061-18,180,514,718,-0.4652,true
OR,41061-19,49,253,314,-0.6497,true
OR,41063-12,5,17,22,-0.5455,true
OR,41063-10,32,98,133,-0.4962,true
OR,41063-3,93,246,354,-0.4322,true
OR,41063-2,185,329,532,-0.2707,true
OR,41063-6,295,564,881,-0.3053,true
OR,41063-5,277,425,726,-0.2039,true
OR,41063-1,234,489,753,-0.3386,true
OR,41063-4,113,244,370,-0.3541,true
OR,41063-9,129,285,422,-0.3697,true
OR,41063-7,95,312,423,-0.513,true
OR,41063-11,21,46,69,-0.3623,true
OR,41063-8,94,311,423,-0.513,true
OR,41065-02,1172,934,2196,0.1084,true
OR,41065-03,899,837,1829,0.0339,true
OR,41065-04,728,824,1597,-0.0601,true
OR,41065-05,916,646,1631,0.1655,true
OR,41065-07,201,314,532,-0.2124,true
OR,41065-08,236,613,874,-0.4314,true
OR,41065-09,248,548,817,-0.3672,true
OR,41065-10,344,332,694,0.0173,true
OR,41065-11,43,119,172,-0.4419,true
OR,41065-12,64,127,194,-0.3247,true
OR,41065-01,842,901,1813,-0.0325,true
OR,41065-06,376,642,1042,-0.2553,true
OR,41067-326,661,1147,1882,-0.2582,true
OR,41067-384,3478,830,4472,0.5921,true
OR,41067-391,327,69,402,0.6418,true
OR,41067-436,1302,824,2211,0.2162,true
OR,41067-379,2705,975,3815,0.4535,true
OR,41067-393,503,97,622,0.6527,true
OR,41067-363,2097,698,2910,0.4808,true
OR,41067-362,4471,1537,6283,0.467,true
OR,41067-335,2504,1516,4224,0.2339,true
OR,41067-437,40,17,61,0.377,true
OR,41067-349,408,150,574,0.4495,true
OR,41067-345,14,13,27,0.037,true
OR,41067-418,1990,868,3008,0.373,true
OR,41067-414,331,177,524,0.2939,true
OR,41067-328,398,487,923,-0.0964,true
OR,41067-357,531,256,807,0.3408,true
OR,41067-311,291,359,681,-0.0999,true
OR,41067-446,66,36,106,0.283,true
OR,41067-317,77,83,167,-0.0359,true
OR,41067-359,1663,551,2312,0.481,true
OR,41067-361,1558,412,2046,0.5601,true
OR,41067-331,1678,608,2383,0.449,true
OR,41067-351,2062,953,3158,0.3512,true
OR,41067-400,2400,954,3485,0.4149,true
OR,41067-376,1199,492,1764,0.4008,true
OR,41067-348,16,8,26,0.3077,true
OR,41067-364,3215,997,4432,0.5005,true
OR,41067-412,1102,556,1740,0.3138,true
OR,41067-330,1071,976,2137,0.0445,true
OR,41067-304,627,411,1064,0.203,true
OR,41067-399,1526,605,2205,0.4177,true
OR,41067-389,5246,2026,7604,0.4235,true
OR,41067-424,2566,1845,4600,0.1567,true
OR,41067-365,3510,915,4592,0.5651,true
OR,41067-411,866,359,1304,0.3888,true
OR,41067-383,1178,318,1560,0.5513,true
OR,41067-303,116,209,329,-0.2827,true
OR,41067-382,2394,1313,3872,0.2792,true
OR,41067-342,28,33,63,-0.0794,true
OR,41067-388,181,61,248,0.4839,true
OR,41067-409,3006,1300,4479,0.3809,true
OR,41067-440,928,455,1449,0.3264,true
OR,41067-408,235,66,315,0.5365,true
OR,41067-366,1268,287,1629,0.6022,true
OR,41067-428,859,437,1351,0.3124,true
OR,41067-448,478,253,763,0.2949,true
OR,41067-425,293,364,674,-0.1053,true
